7;11;24;38;49;53;67;74;82;3;16;26;32;43;53;68;71;90;8;19;24;34;43;56;67;72;86
7;13;29;38;48;59;61;75;86;9;16;26;33;47;56;66;75;89;9;12;24;32;45;54;65;79;81
3;12;22;33;49;57;62;78;85;2;17;26;35;47;53;68;71;84;3;11;26;34;42;58;67;74;82
9;11;23;38;43;59;66;72;87;6;13;22;32;45;59;62;74;84;4;14;27;31;46;56;66;71;84
3;17;26;35;45;59;62;78;81;9;14;22;38;43;56;65;72;89;5;16;22;39;44;57;66;79;81
2;14;24;37;46;57;64;77;90;5;14;27;34;43;57;69;75;84;7;19;23;38;47;56;63;73;82
5;15;25;36;42;51;61;74;85;4;16;29;31;49;59;67;78;85;4;13;22;34;48;58;69;71;90
4;13;28;39;46;58;67;75;81;3;18;25;31;48;54;69;73;85;2;15;23;32;48;51;69;76;86
7;19;27;34;46;53;62;74;82;8;16;25;33;46;51;66;74;88;3;15;26;35;46;54;64;74;85
9;14;23;36;47;56;66;76;89;2;14;26;36;46;59;65;79;82;6;13;26;32;45;59;63;78;90
1;17;22;33;41;58;67;77;81;6;18;28;39;42;53;69;74;89;9;19;22;33;48;57;63;72;82
1;19;26;32;41;55;69;77;86;2;13;27;31;41;56;63;79;84;2;16;29;32;49;58;68;72;81
7;12;23;32;41;53;66;78;81;5;19;21;32;49;51;67;79;87;7;19;23;37;41;59;63;76;81
3;19;29;35;41;58;66;74;81;5;18;25;33;49;53;61;74;88;5;19;28;36;44;58;65;76;88
2;15;23;31;47;51;68;73;85;2;16;22;37;46;58;67;77;86;6;12;28;35;47;52;61;71;89
8;15;29;31;43;57;61;79;81;4;11;23;33;45;59;68;72;90;5;16;25;34;41;51;63;71;88
5;11;24;33;41;56;69;78;90;6;19;22;37;42;56;66;77;86;9;13;22;34;44;52;62;74;90
1;15;21;34;47;59;68;74;87;1;17;25;32;44;56;66;79;85;2;16;22;31;48;53;69;79;87
8;19;21;37;44;55;64;72;90;8;19;23;33;42;57;67;75;87;6;14;21;37;44;58;69;73;89
8;17;24;38;42;57;63;73;87;8;11;27;39;42;56;64;76;81;7;12;22;35;48;55;61;75;85
9;14;21;33;42;59;67;73;82;3;18;29;38;45;51;64;78;87;1;14;25;32;48;51;65;77;87
3;19;22;33;41;51;69;77;85;8;11;29;38;48;54;66;79;88;1;17;24;35;49;59;66;72;90
6;14;26;37;44;54;68;72;81;8;19;28;35;47;54;69;74;87;9;12;26;31;46;53;69;79;89
2;12;26;35;49;59;68;75;86;7;13;28;33;48;55;65;75;89;4;12;27;39;42;52;63;71;82
8;14;28;32;48;55;69;75;87;7;19;29;35;49;55;61;74;84;4;15;28;39;43;57;68;73;82
3;13;23;38;44;59;63;73;89;9;11;23;36;45;52;62;73;85;8;15;26;35;44;58;62;79;81
5;15;27;35;43;51;64;73;89;5;19;22;37;46;56;67;77;90;8;13;22;34;47;53;61;77;83
5;14;22;39;47;52;61;71;90;2;16;24;33;41;57;66;75;88;3;13;25;32;45;52;64;75;81
9;16;27;38;45;54;67;73;81;9;14;28;32;46;58;68;73;89;1;13;24;35;45;56;64;78;88
4;18;25;31;44;57;63;71;82;5;18;24;33;49;58;68;77;88;7;17;23;32;42;57;65;76;85
3;15;21;37;43;52;62;75;85;2;19;27;34;49;56;62;76;82;2;13;28;32;42;51;67;77;88
3;11;29;31;47;52;69;78;89;8;18;22;36;42;59;62;73;87;3;12;23;32;43;55;69;77;88
7;17;25;34;45;59;65;74;90;7;13;23;39;46;52;68;77;81;1;11;23;33;49;56;65;78;88
6;15;23;31;48;56;67;71;88;3;18;29;35;45;55;67;73;89;8;11;28;32;43;57;65;76;84
1;12;27;34;49;53;67;77;90;6;19;28;34;42;53;66;78;85;6;15;23;34;46;54;61;78;81
5;12;23;32;43;51;62;79;89;3;13;24;31;44;55;62;71;88;2;14;26;35;48;59;66;76;81
2;12;26;35;42;58;63;73;83;9;15;26;33;44;59;67;73;90;8;14;24;32;48;59;61;72;81
1;14;29;36;46;51;63;78;89;5;17;26;31;47;57;61;72;86;7;11;23;38;49;59;67;71;87
7;15;24;34;49;59;64;79;84;5;14;22;38;45;58;63;73;87;2;19;27;32;48;57;61;73;81
7;16;23;31;49;59;67;72;85;4;14;29;33;49;54;61;72;82;7;13;24;33;42;59;69;71;89
1;14;26;31;44;53;67;71;85;5;12;25;35;44;54;66;72;81;1;16;23;32;48;55;61;75;86
2;17;25;35;45;56;66;73;85;7;15;25;31;47;56;62;74;87;5;12;23;35;43;59;69;73;86
1;12;25;33;46;57;68;79;89;2;15;23;34;43;59;69;74;89;4;16;22;37;42;52;64;78;85
5;18;25;37;42;58;65;77;89;2;17;23;34;41;55;62;78;89;2;12;23;32;46;52;61;79;88
6;19;24;31;47;55;68;79;89;6;11;26;36;43;55;68;74;89;5;13;22;35;42;58;64;73;85
6;11;29;39;41;54;62;76;90;1;13;21;37;46;53;69;75;90;9;17;27;31;42;56;66;73;90
1;18;21;37;45;58;68;76;89;8;17;25;39;42;58;62;78;88;6;17;27;31;45;56;66;72;85
3;18;27;34;44;51;69;72;86;2;11;21;34;49;59;63;78;86;3;12;22;31;42;55;64;76;85
2;11;22;36;44;53;66;72;83;1;11;23;38;45;59;66;75;81;1;17;27;33;45;58;65;79;82
2;11;23;31;44;54;64;78;83;8;18;24;38;44;56;67;79;89;2;11;25;38;41;58;65;75;83
6;12;22;38;42;53;69;75;90;1;11;26;34;48;51;69;73;83;7;15;27;32;41;55;69;75;86
5;15;28;34;41;51;67;79;87;5;17;26;32;41;52;62;77;85;8;12;27;34;44;57;68;71;90
1;15;24;39;47;54;69;72;82;2;16;28;37;47;56;67;76;90;2;15;23;38;48;54;63;74;84
9;18;25;33;47;52;64;74;83;5;15;27;31;43;52;66;79;83;5;18;21;38;44;58;69;74;83
4;14;23;39;45;59;68;76;87;9;11;27;34;48;57;65;73;89;3;17;29;31;43;53;68;73;83
1;16;23;33;43;55;69;71;85;2;19;29;36;41;58;62;76;81;3;16;27;31;47;51;61;73;88
4;18;27;35;48;59;69;77;88;1;16;27;38;43;58;66;72;84;6;12;27;31;42;54;68;73;83
1;12;29;37;44;57;67;73;87;5;12;28;39;49;58;65;75;89;6;18;22;32;46;51;63;75;88
8;11;29;35;48;53;69;73;90;2;15;24;31;42;51;68;77;88;6;11;21;35;42;55;65;75;82
4;17;21;31;42;56;61;72;82;3;11;28;35;41;59;65;77;89;6;13;27;34;47;56;68;72;81
7;11;27;35;41;57;68;71;90;4;12;26;39;46;57;68;78;88;3;14;26;37;48;51;63;76;88
2;16;27;38;41;56;63;78;84;8;19;25;35;48;51;69;74;83;1;16;21;36;43;56;64;74;88
9;16;29;35;42;57;61;75;88;4;13;29;39;45;55;67;74;89;4;14;25;33;47;55;68;71;83
2;13;28;38;45;58;63;75;87;3;17;25;32;44;58;66;71;87;3;13;26;35;45;53;69;71;86
6;11;25;33;47;51;61;79;83;3;11;29;35;42;51;63;76;89;5;18;22;38;43;54;68;79;83
9;19;22;35;42;58;63;72;83;3;12;23;31;46;55;61;77;81;9;19;24;38;47;56;69;73;85
4;19;25;35;42;54;61;72;84;4;15;26;36;45;59;68;75;82;6;13;23;39;48;57;63;78;87
9;15;25;32;48;57;65;76;81;9;19;23;33;44;55;69;72;82;4;16;21;34;43;58;69;76;81
5;16;28;39;47;54;64;72;82;3;11;27;33;41;51;68;77;87;4;18;25;34;43;58;69;72;87
6;11;26;34;49;53;65;72;89;5;14;22;39;44;59;69;79;81;6;13;25;32;44;55;67;72;90
6;11;22;39;43;58;62;77;87;3;19;21;32;48;53;68;75;87;2;12;23;34;41;54;68;77;86
1;18;28;39;47;58;66;76;87;3;16;23;32;45;58;64;71;84;3;12;21;33;46;58;67;72;82
9;12;23;37;49;57;65;75;82;5;17;26;37;46;58;64;79;84;3;11;27;31;41;53;68;77;89
7;16;23;37;41;52;62;73;90;2;17;29;35;43;55;63;76;83;8;16;23;35;46;53;66;74;86
2;18;21;34;43;51;64;74;82;7;15;29;36;47;59;62;77;83;4;15;28;36;47;52;66;73;90
8;19;24;36;42;56;64;75;86;4;19;29;34;46;56;61;75;84;4;18;25;32;42;51;64;77;81
3;17;28;34;42;57;61;75;84;5;19;22;35;41;55;68;71;84;9;14;25;32;44;56;62;77;82
2;13;25;37;47;56;65;75;89;4;19;27;33;42;57;65;71;83;4;19;29;38;41;53;62;73;89
2;12;28;36;48;55;69;71;87;8;15;25;35;45;56;61;71;83;6;12;25;35;48;54;66;79;87
8;12;27;35;45;53;67;75;83;5;13;26;39;45;58;63;75;83;7;11;28;39;44;56;63;77;89
9;14;26;36;48;58;67;75;87;8;17;23;32;44;56;69;77;89;6;14;29;34;41;51;69;74;89
6;17;23;32;41;58;61;77;81;1;15;28;32;46;51;67;74;81;5;19;28;32;41;58;69;79;83
2;17;24;32;46;54;61;74;90;9;13;24;37;44;58;67;78;81;2;11;28;37;41;56;64;77;87
7;11;27;38;42;54;63;79;86;2;18;27;33;44;58;68;78;88;7;18;25;33;45;53;68;76;88
4;12;28;31;41;51;62;71;87;7;19;26;34;49;59;63;78;85;6;13;25;38;46;58;61;72;83
6;14;26;35;42;54;63;74;81;9;18;21;33;42;59;62;72;90;9;16;28;32;44;54;69;73;90
5;16;28;31;48;51;64;71;81;5;18;29;35;41;58;63;73;89;7;19;24;35;48;55;66;76;82
2;17;22;38;48;59;66;79;88;7;13;26;34;47;56;62;77;84;9;15;23;33;47;59;68;72;83
8;19;24;39;47;59;68;73;87;6;17;29;39;41;54;64;71;86;9;19;26;31;41;51;69;76;82
8;14;29;32;43;54;69;79;89;6;13;22;35;41;51;68;74;86;9;11;27;33;48;55;64;77;81
3;14;28;32;46;59;65;75;87;9;11;26;32;43;56;62;71;88;9;11;28;36;41;56;69;74;87
2;17;22;31;48;55;67;71;86;3;18;25;38;47;57;65;76;83;2;15;25;39;48;56;66;77;82
4;14;28;33;44;56;67;71;88;4;11;21;38;49;57;65;72;83;1;13;25;35;41;51;68;76;86
7;12;22;36;45;54;69;72;81;2;14;23;32;42;59;68;75;83;8;15;23;31;47;53;69;76;85
1;16;26;39;42;58;63;79;83;3;11;21;35;43;51;62;78;87;2;15;27;32;43;52;63;72;81
1;12;21;34;42;52;62;72;82;6;14;29;35;46;59;63;77;82;5;16;29;39;48;51;61;71;88
9;14;23;39;47;54;69;76;82;7;11;27;34;45;54;63;77;90;8;12;25;35;41;51;65;78;81
6;12;28;38;41;53;63;77;84;6;15;27;33;46;52;64;79;85;3;17;27;35;42;55;65;77;84
4;15;26;39;43;54;63;73;83;7;18;22;34;49;57;65;73;81;8;13;21;35;47;53;67;79;83
2;14;28;35;43;58;67;73;90;6;19;27;35;41;56;62;73;89;8;11;29;38;43;55;68;79;87
6;16;25;32;49;57;61;74;88;9;17;25;36;42;56;61;73;83;7;18;29;34;45;52;68;71;86
2;17;29;36;49;58;63;79;82;8;18;26;34;42;57;67;79;81;5;14;26;32;48;58;64;74;85
4;13;27;33;48;56;69;79;88;8;17;21;35;48;51;62;75;81;9;11;22;34;49;59;62;71;86
8;14;23;36;47;52;62;74;90;5;12;25;33;46;54;61;76;89;1;13;26;32;46;56;68;76;82
6;13;21;39;46;55;68;77;86;8;19;21;33;41;54;64;71;87;3;18;21;36;49;54;62;75;84
3;15;22;31;42;55;64;79;82;2;17;29;39;48;57;62;72;90;8;12;26;36;48;53;68;77;84
2;13;27;31;42;59;65;75;85;5;16;24;32;44;59;68;75;84;5;11;21;38;45;56;62;73;89
9;15;26;34;45;57;63;71;84;9;15;26;33;46;59;69;72;87;7;16;22;35;43;56;61;72;88
5;13;24;38;46;56;66;79;85;5;16;28;38;46;52;65;75;87;6;12;27;36;47;59;69;75;83
3;11;28;34;47;52;69;73;87;4;15;24;32;42;59;64;76;89;4;11;22;31;44;56;69;71;89
3;14;23;38;47;59;68;75;85;6;18;25;31;47;56;67;78;88;7;13;29;38;41;51;64;78;87
6;16;27;39;42;52;68;79;89;8;16;22;31;44;59;64;78;88;1;15;29;38;41;51;68;72;83
3;17;26;39;44;56;68;73;81;5;18;28;34;46;52;63;77;81;1;17;23;37;45;52;65;74;87
9;13;22;33;49;55;68;76;90;4;18;21;39;42;56;69;75;87;7;13;28;37;47;53;68;73;87
5;19;25;34;43;53;69;71;86;2;12;26;33;49;57;68;78;86;9;15;22;37;42;57;67;78;86
6;19;27;31;44;59;63;71;90;8;12;27;34;42;56;69;78;83;8;17;26;38;42;55;65;78;82
8;13;27;33;44;51;62;74;87;7;11;27;32;44;59;65;71;84;6;17;22;39;45;53;64;77;89
9;12;21;36;45;52;64;74;85;2;11;24;37;49;55;66;74;81;3;17;23;34;46;55;64;71;90
7;12;24;36;46;58;65;77;88;8;17;21;39;44;51;63;79;82;8;19;29;38;41;53;61;74;82
9;11;23;33;46;56;69;78;90;2;15;29;39;44;51;67;76;84;9;12;26;36;47;56;68;77;90
9;11;28;39;44;52;65;73;90;6;12;24;33;41;56;64;78;83;1;15;29;37;48;56;61;74;90
6;11;24;32;49;55;63;75;85;9;11;26;34;43;54;67;74;87;6;15;22;33;49;57;69;77;87
1;18;22;34;49;52;66;79;84;1;19;22;34;41;52;66;77;86;5;11;28;35;44;57;62;71;83
3;18;23;32;41;51;61;76;86;4;17;26;33;41;54;65;76;86;8;19;29;34;42;51;68;71;86
4;12;24;37;43;54;65;74;90;9;15;27;34;48;55;67;71;83;6;16;26;33;49;55;63;77;87
8;11;25;32;45;58;66;77;82;4;16;26;38;49;52;63;75;84;9;11;25;33;43;54;67;73;88
6;11;25;32;42;59;67;77;87;6;11;22;39;46;59;62;79;90;1;16;24;36;49;54;69;76;82
3;13;28;37;42;57;66;76;90;9;12;21;38;41;57;67;79;90;1;11;29;32;44;58;63;73;88
4;11;21;39;47;59;67;71;85;9;19;26;37;48;55;64;75;88;7;14;24;37;43;57;65;76;86
6;14;25;34;43;52;62;77;86;6;14;29;31;42;55;65;75;83;8;13;22;31;49;54;65;72;81
5;11;23;39;44;53;68;75;90;8;19;22;36;49;51;61;72;82;8;17;26;37;47;53;69;71;82
3;13;28;33;42;53;66;71;87;2;16;24;33;42;51;62;71;84;5;16;29;31;42;54;63;71;87
1;17;25;38;49;57;61;73;87;4;14;21;37;45;51;66;76;88;7;11;26;36;48;57;61;78;82
4;19;24;37;48;51;64;76;82;6;19;25;34;45;57;64;71;84;4;15;21;38;49;58;63;77;84
5;11;25;36;47;53;66;78;85;7;14;26;31;45;58;67;79;89;8;11;22;38;46;51;67;79;82
4;19;21;39;43;57;69;78;83;6;14;24;31;44;59;66;78;86;3;16;26;32;43;53;62;77;86
6;12;23;37;48;53;62;75;86;5;12;22;36;49;53;65;75;87;1;15;25;37;46;55;67;75;90
2;15;26;32;49;54;64;78;82;2;11;27;32;47;54;64;79;82;1;11;24;36;45;58;68;72;86
5;16;24;31;45;51;62;76;88;7;15;29;35;46;56;66;78;82;5;18;23;37;42;55;65;71;84
6;11;24;37;41;58;67;79;87;6;16;29;33;48;55;66;75;81;8;17;29;39;42;58;64;76;81
6;13;24;38;41;52;66;75;87;1;18;25;37;41;51;69;74;86;1;13;21;37;42;52;65;73;82
3;13;25;37;41;55;68;76;82;7;14;26;32;48;57;69;78;89;3;16;21;33;43;52;62;75;89
7;17;23;33;42;51;67;77;90;5;14;28;32;43;57;66;73;89;4;15;28;35;45;58;64;76;81
5;18;29;35;41;51;66;76;85;1;18;27;36;47;59;61;73;85;3;15;22;31;49;54;68;71;90
9;17;23;38;49;54;66;73;90;1;11;23;37;47;51;65;77;90;2;11;25;32;48;52;65;75;85
7;11;22;31;48;58;62;72;89;8;19;22;31;47;58;61;79;87;2;18;22;34;49;59;66;73;81
1;11;23;39;48;58;67;79;87;8;17;27;38;45;52;64;74;81;7;13;26;38;46;56;66;79;89
1;15;24;33;42;52;69;77;83;6;15;25;33;41;58;64;75;87;2;12;22;38;48;55;62;74;84
3;11;23;35;42;54;66;71;81;7;14;24;32;47;54;69;71;85;8;11;28;37;48;54;63;79;90
4;14;24;34;48;53;66;75;86;4;19;24;35;41;51;69;78;89;5;14;29;31;42;55;64;72;83
2;17;28;35;49;55;67;75;84;5;18;26;38;44;54;67;71;85;4;13;24;31;42;53;65;73;90
8;13;29;34;45;58;68;79;90;5;14;29;38;49;51;63;76;84;2;19;28;33;47;59;65;72;82
8;13;22;38;45;56;66;73;82;7;16;26;34;44;55;64;74;87;9;16;26;37;48;54;67;72;88
6;14;26;37;42;51;61;77;83;3;14;27;38;47;58;61;78;90;9;17;28;36;43;54;67;79;89
5;19;22;32;44;53;62;74;84;1;16;22;37;44;56;64;72;84;6;12;27;32;47;59;63;74;88
6;16;26;37;45;59;67;74;84;4;15;26;35;49;57;69;73;90;2;18;28;36;47;55;66;71;83
9;19;27;35;44;52;63;71;83;1;12;26;37;47;55;62;74;83;8;13;24;36;48;59;68;74;84
6;13;29;33;45;53;63;75;82;6;16;22;32;41;56;64;72;90;2;11;29;34;46;58;61;73;86
9;19;25;36;43;51;66;73;84;4;18;21;33;47;51;69;71;85;6;11;28;34;42;52;69;72;82
2;15;27;34;41;57;62;74;89;7;17;25;35;49;52;64;76;84;2;13;28;39;44;59;61;73;86
3;19;28;37;44;56;65;73;82;4;19;24;39;43;53;68;74;90;6;15;29;34;42;53;61;72;83
2;14;21;37;42;52;61;76;81;7;17;22;31;44;52;62;71;90;1;16;27;37;48;58;69;78;82
2;16;23;39;42;54;61;72;87;3;19;23;34;47;56;65;78;90;7;16;21;32;43;58;67;79;86
1;11;25;34;49;56;65;78;81;3;11;22;35;42;57;68;74;84;3;11;22;31;42;52;66;76;85
8;18;27;31;49;55;64;74;82;8;16;21;38;48;52;65;75;86;7;15;23;38;45;52;68;71;84
8;15;29;34;43;58;68;76;88;1;15;26;31;41;53;69;75;86;4;12;22;34;48;54;65;76;83
3;18;22;31;42;54;68;79;84;1;17;23;35;45;53;67;74;87;4;15;24;33;48;59;66;71;84
5;11;22;34;41;53;68;78;83;6;17;27;36;42;53;68;78;81;1;19;29;34;42;57;64;77;89
9;16;23;31;41;53;63;76;89;3;12;26;38;45;57;61;71;85;4;11;22;33;42;53;68;75;89
6;16;24;39;46;54;62;76;88;1;17;26;34;45;51;68;73;81;1;16;21;39;49;51;69;75;82
4;12;27;38;41;51;69;71;87;5;18;24;31;43;56;62;78;83;9;19;24;38;46;51;68;74;81
1;12;23;35;47;51;66;74;85;3;18;29;34;49;59;69;78;90;7;17;22;31;43;58;69;71;81
3;19;29;35;44;54;65;79;82;4;19;26;31;43;53;67;79;88;2;16;26;34;45;58;62;74;89
8;15;23;36;49;56;69;73;85;7;16;21;32;44;52;64;71;85;3;12;25;36;45;59;62;74;88
2;11;28;34;46;55;68;73;86;2;18;21;32;49;54;63;71;84;2;13;24;36;48;58;65;78;84
3;16;22;31;49;57;64;77;88;8;16;28;39;48;55;61;78;83;3;19;28;36;45;54;62;77;83
4;18;22;35;46;58;63;79;86;1;18;29;36;45;57;61;75;86;3;17;21;38;43;54;61;75;84
5;17;22;34;43;57;61;73;85;4;13;25;33;46;59;68;74;85;9;16;29;39;45;59;63;75;87
3;17;25;34;48;55;61;78;87;5;19;29;37;43;53;64;78;83;6;17;23;35;44;57;62;75;89
2;16;29;34;47;56;69;75;86;6;11;22;34;47;54;66;72;90;3;15;24;35;47;57;69;78;86
1;13;28;38;45;53;64;74;83;5;17;28;36;41;53;67;75;86;6;15;26;39;47;53;65;76;87
7;12;24;33;47;58;66;71;90;4;14;26;39;49;55;62;77;82;2;11;24;37;48;58;68;73;90
7;13;24;31;46;59;66;72;82;5;13;21;39;42;51;64;71;85;1;12;25;32;47;51;69;75;84
3;18;29;34;47;55;63;73;83;8;16;26;38;45;55;66;76;88;8;14;25;32;45;52;62;72;81
2;12;22;31;45;56;66;76;88;9;14;29;34;49;52;68;76;84;2;12;21;37;43;53;66;75;81
3;18;24;32;48;59;65;72;87;2;19;26;38;43;55;61;71;81;5;13;21;36;49;51;66;73;83
1;12;27;35;43;54;62;76;83;4;15;22;37;43;54;62;73;88;8;18;27;36;42;54;66;77;83
8;14;26;34;48;56;65;79;89;7;11;26;39;47;57;63;78;88;5;14;25;39;49;54;61;74;84
9;18;27;35;49;53;68;74;86;1;12;29;34;48;56;61;71;88;8;14;24;31;43;54;65;74;81
5;15;23;31;47;53;63;75;88;3;13;25;39;47;51;64;75;81;6;11;23;39;42;55;61;76;83
9;14;26;31;44;53;63;75;89;6;15;28;39;44;55;69;77;84;8;11;28;31;48;57;64;78;84
2;18;22;37;48;53;61;71;83;6;15;22;34;42;54;67;78;90;5;17;29;31;45;57;68;78;83
8;17;21;39;44;58;62;72;89;7;17;29;36;49;51;67;76;85;6;18;23;33;46;58;67;74;86
9;16;24;39;45;56;65;74;90;2;18;25;31;43;54;68;79;89;7;15;25;37;45;51;63;72;84
4;18;26;36;45;58;62;79;83;8;19;28;31;47;51;62;76;82;8;11;23;31;47;55;69;71;86
9;16;22;33;42;54;61;73;83;7;19;29;35;49;57;63;79;85;1;17;23;31;46;57;65;73;88
3;18;26;32;48;57;65;78;86;6;15;27;35;48;54;69;78;81;2;16;28;32;44;54;69;77;81
4;17;21;37;48;56;64;74;90;9;19;26;34;42;52;68;72;83;1;11;24;36;43;58;67;79;89
3;12;25;31;48;54;66;71;87;7;19;24;32;44;53;63;79;84;1;17;23;35;44;55;61;71;89
3;12;24;36;41;52;69;76;82;4;12;29;35;43;51;67;73;81;9;14;26;39;46;59;64;76;90
2;18;26;33;44;56;63;71;83;2;12;22;31;46;52;61;72;86;7;18;25;34;47;58;63;78;90
5;19;26;32;43;59;67;73;88;5;14;29;36;43;54;65;71;90;7;18;21;32;42;57;68;72;90
7;15;29;33;44;59;69;72;89;7;16;26;35;41;56;68;73;81;1;19;24;31;49;53;67;77;89
9;11;27;36;43;52;66;73;83;5;17;24;38;42;52;64;77;83;1;17;22;32;47;51;65;72;87
2;15;27;36;42;51;67;75;87;5;19;25;39;48;55;68;79;86;3;19;29;35;42;56;63;76;85
5;14;29;32;47;51;69;73;81;7;17;22;31;44;57;65;73;84;4;13;24;33;45;55;67;78;82
6;16;22;35;45;57;65;73;88;7;17;26;37;47;58;62;79;89;8;14;21;31;46;56;65;71;90
9;19;26;39;42;58;66;75;90;5;19;26;38;46;51;64;78;83;2;14;24;33;44;57;66;77;81
5;15;25;38;42;57;66;75;86;5;17;28;31;46;53;68;77;81;8;19;22;39;49;54;65;75;87
6;12;26;32;49;58;66;73;89;5;17;21;31;45;54;63;74;84;1;19;27;33;49;56;64;72;85
3;17;26;38;46;53;64;79;90;7;12;21;35;43;56;66;75;87;6;14;26;32;44;55;67;77;89
1;18;21;35;44;54;67;78;84;1;13;23;39;47;55;65;73;85;9;16;22;35;47;55;68;75;83
7;18;21;35;41;54;68;76;82;2;16;24;35;45;51;67;77;85;3;16;25;34;49;59;66;77;82
7;13;28;37;47;58;62;76;88;3;15;28;35;47;51;63;73;89;4;15;29;36;49;58;65;73;83
6;13;22;32;48;59;68;79;89;2;19;27;37;44;55;66;75;85;2;18;22;31;42;58;67;76;83
8;19;25;31;41;53;67;78;81;9;18;29;36;43;51;68;78;87;3;19;21;33;48;52;61;75;89
2;11;27;37;48;56;69;73;90;9;12;27;36;47;51;66;74;84;9;16;26;39;48;52;69;77;81
3;16;23;31;41;58;64;77;83;5;16;22;31;42;57;61;76;84;6;15;24;39;44;53;61;71;82
7;18;24;39;46;52;68;79;87;8;12;25;38;42;55;63;79;84;3;14;25;34;41;56;64;72;88
2;19;27;33;47;53;65;75;86;4;11;22;36;46;51;61;78;81;8;18;29;33;43;59;67;76;84
1;16;28;38;46;55;68;71;87;8;12;26;37;48;52;65;76;84;3;15;26;39;47;58;69;72;87
6;14;23;35;49;58;67;77;81;5;15;28;38;42;56;69;77;89;7;17;25;32;47;52;69;74;83
6;15;25;38;47;54;65;72;84;9;14;24;37;42;54;62;79;84;2;16;25;36;45;59;65;75;89
8;18;26;33;46;51;67;78;86;6;17;26;39;43;57;63;74;88;1;13;21;34;48;55;63;71;88
